HOME_PURCHASE_STATUS,DEVICE_TYPE,USER_VISIT_TYPE,YEAR_BUILT,Q2B_DENSITY,RESIDENCE_TYPE,CONSTRUCTION_TYPE,REPLACEMENT_AMOUNT_NUMBER,SQUARE_FOOTAGE,Type,TOTAL_RPA,TOTAL_RPU,TOTAL_REVENUE,UNIQUE_PURCHASE_CLICKS,UNIQUE_BRIDGE_CLICKS,IS_SITE_APPLICANT,IS_SITE_CUSTOMER
Own,Desktop,Returning,2003,0.5373214835700969,Apartment,Frame,106195.33470422214,1396.8447140527846,Not link click,110.30377975603088,57.017827765424514,56.193518900358384,2,2,No,No
Own,Desktop,New,1987,0.2817341108662984,Single Family,Frame,247010.95664717176,2057.407497304396,Not link click,166.37869425830604,84.38711569272913,230.09910499257742,1,0,No,No
Rent,Desktop,New,1967,0.5047747914207016,Apartment,Frame,277345.39047337644,2170.5774010110863,Not link click,157.00096306011673,181.34607381113662,120.82024798277725,1,1,Yes,Yes
Own,Mobile,New,1945,0.9913836148503352,Apartment,Frame,513139.6424603703,3156.8844054658066,Not link click,458.3964670112866,102.4039835193715,876.0044495815148,2,4,Yes,No
Own,Mobile,New,2000,0.6636908384177699,Apartment,Frame,423470.8952582972,2433.4310309886077,Not link click,162.05345120752378,316.6658693611232,380.95098823799765,3,5,Yes,Yes
Rent,Mobile,New,2020,0.7838805613938411,Apartment,Mixed,212654.24700709953,1204.0213017780889,Not link click,14.14927598820969,96.75489637805016,249.69345128796806,0,1,No,No
Rent,Mobile,New,1981,0.28370957263768637,Single Family,Frame,200969.84988385823,833.8950778754672,Not link click,39.57843053434723,39.33535206992363,37.4476380047579,2,6,No,No
Own,Mobile,Returning,1975,0.48706242197294036,Condo,Frame,384525.6061515488,2392.544310548247,Not link click,186.27589217930372,177.5727734332274,2308.257085436322,2,6,Yes,Yes
Rent,Desktop,Returning,1979,0.603691277626546,Single Family,Frame,393375.9887733871,2886.6272851923404,Not link click,195.01871787663654,131.218686343291,150.91013435257736,0,4,Yes,Yes
Rent,Mobile,New,1997,0.3354655905034494,Single Family,Mixed,236733.01127176612,2054.025463323051,Not link click,124.50110214381213,21.194190651297315,152.61928750018595,1,3,No,Yes
Rent,Mobile,New,2021,0.5145065105510528,Apartment,Masonry,289911.3576326034,2629.9605350768657,Not link click,64.47100190217063,174.7264542822707,335.4982383418261,1,1,Yes,Yes
Own,Mobile,Returning,1994,0.5383029292206196,Townhome,Frame,138755.4601599744,500.0,Not link click,67.23657007244732,113.88875102363295,138.98860392348578,0,3,No,No
Own,Mobile,New,1990,0.46416354871764404,Apartment,Mixed,225600.8093541955,1447.0498234247138,Not link click,41.72957292226147,55.87303365024319,190.1993742008597,0,0,No,Yes
Own,Mobile,New,2006,0.22830379294665104,Townhome,Mixed,240615.80808907386,2407.617866753289,Not link click,24.107339092516703,72.90329661879498,133.36444343084446,1,1,Yes,No
Rent,Desktop,Returning,1971,0.6680786066462925,Townhome,Frame,419693.4980835762,2529.8180132596754,Not link click,484.74901148668766,316.74697060516473,170.76067973197837,3,3,Yes,Yes
Own,Desktop,Returning,1985,0.6938747039668867,Apartment,Masonry,174312.74435075195,1415.546443556223,Not link click,150.01061418326177,33.92309230748707,62.719876628999906,0,1,No,No
Rent,Mobile,New,1958,0.45488519999580124,Apartment,Frame,263565.68601979886,2208.1077647128623,Not link click,60.140396831123724,386.1349474679871,55.045123253869605,1,0,Yes,No
Own,Desktop,New,1968,0.32602125759801115,Single Family,Brick,315110.9698390261,1654.0514125721973,Not link click,101.05084242404081,97.18322198294281,155.1516086360917,0,5,No,No
Rent,Mobile,New,1958,0.37331990094961565,Single Family,Masonry,348303.1682605138,1549.2701144992643,Not link click,310.02193822032933,390.6995992724721,301.94416135084356,0,1,No,Yes
Other,Desktop,New,1982,0.7413354264571873,Condo,Frame,258834.28396198893,1725.8224661132851,Not link click,35.32514436882539,95.4168007994213,68.30964015068092,1,1,No,No
Own,Mobile,New,1950,0.25730529446793987,Single Family,Masonry,406044.37452444487,2577.8560523311944,Not link click,74.17713239458823,438.5095681554263,186.27724655373734,1,3,No,No
Own,Mobile,New,1972,0.505275735173707,Townhome,Frame,152641.43175926473,1694.6940754051986,Not link click,51.11131156062452,115.42422352813306,53.490156812842706,2,2,No,Yes
Own,Mobile,New,2018,0.7073358076629686,Townhome,Brick,226363.74676739532,1517.109910504411,Not link click,124.80661178396616,126.70002466099072,232.32433295706926,0,1,Yes,Yes
Own,Mobile,New,1977,0.18165986639553838,Condo,Frame,382560.0108040067,2579.8457354007323,Not link click,386.42597894959175,159.6216924590105,372.802822526925,4,0,Yes,Yes
Rent,Mobile,Returning,1986,0.6143947377272014,Apartment,Frame,405186.48910168046,2920.1519664794714,Not link click,300.8008955079653,781.7092806474325,1349.845677514469,4,5,Yes,No
Own,Mobile,Returning,1958,0.5694449480651902,Single Family,Brick,141356.99387068333,502.380405544264,Not link click,212.72575027632936,38.25172217562911,55.67209562860354,1,0,No,No
Other,Mobile,New,2006,0.5917222951957097,Apartment,Mixed,229592.36480193076,1926.3226003670597,Not link click,331.0057273381512,33.53204588092695,26.962396588471364,0,2,No,No
Own,Mobile,Returning,2007,0.4505310761200697,Townhome,Brick,80000.0,670.9929762602867,Not link click,49.10830868894801,17.82788209923908,19.58830263758196,0,1,No,No
Own,Mobile,Returning,2006,0.3643238066578401,Condo,Frame,186618.3503152315,1438.4982078968605,Not link click,72.72544683270071,23.091310364658028,346.0081141941791,0,2,No,No
Own,Mobile,Returning,1990,0.06788635788608577,Single Family,Mixed,336527.32605431287,1846.1425428578286,Not link click,230.10376905265235,176.18223696163125,116.81338377246082,1,6,Yes,Yes
Rent,Mobile,New,2008,0.42828779165881065,Townhome,Brick,252269.8176395049,1895.2027284498076,Not link click,125.97983023648689,74.72909831418235,132.88192880412782,1,0,Yes,No
Rent,Desktop,New,1998,0.45655981198552015,Townhome,Masonry,390638.8230374153,2438.285014876979,Not link click,113.76190482216047,186.68963219455753,550.2006356786937,2,2,Yes,Yes
Own,Desktop,New,2003,0.6974639380497851,Single Family,Mixed,325524.3250396939,1937.1924349013384,Not link click,113.49646631729553,89.63909958529415,96.75674959041596,2,2,Yes,Yes
Other,Desktop,Returning,2009,0.2961891579393263,Single Family,Masonry,202250.3061640866,1179.3453306113793,Not link click,127.74811814740357,617.207520719212,139.96366663622055,1,0,No,No
Rent,Desktop,New,1969,0.5668129679171143,Single Family,Frame,99547.33576878917,824.847240494744,Not link click,15.417305974506775,79.66850421250788,330.5843090444356,0,1,No,No
Rent,Mobile,Returning,1962,0.6728552130835364,Condo,Masonry,324105.5428489414,1731.9175300679158,Not link click,49.28126897127586,47.439129315286294,475.59210689957314,1,2,No,Yes
Own,Mobile,New,1974,0.627801167932586,Single Family,Masonry,342182.57177016453,1928.0409564925062,Not link click,355.0487329288778,111.86663247715386,209.65655637815377,0,4,No,Yes
Rent,Mobile,New,1992,0.4066343354570362,Townhome,Masonry,317118.38773613604,2040.3469972358935,Not link click,73.6239189570299,67.64796840430687,283.22278637269505,0,3,No,No
Rent,Desktop,Returning,2010,0.2263959061794349,Apartment,Brick,139349.82557733642,650.9545941456672,Not link click,153.06630701494157,310.1332133400816,105.50695938884216,2,2,No,Yes
Own,Mobile,New,1986,0.6143088712650707,Condo,Brick,239059.240967055,1273.3614886121645,Not link click,36.69198208923818,45.07566810061196,73.05235332279064,0,2,No,No
Own,Desktop,Returning,2006,0.659688573835056,Condo,Frame,302924.4210735249,2028.5673781870703,Not link click,90.32999955493693,131.4552587080671,409.01415663881977,2,4,Yes,Yes
Own,Desktop,New,1974,0.4885830666584404,Townhome,Frame,326479.1440477305,2109.111851053078,Not link click,207.24304982980664,166.64902325391583,251.16486648245484,1,4,Yes,No
Own,Mobile,New,1993,0.717934777098444,Single Family,Frame,269140.68233746046,1308.9815437338457,Not link click,15.402633289947708,27.75883861109554,43.25092375283055,0,1,Yes,No
Rent,Mobile,Returning,2007,0.5526491828428182,Single Family,Masonry,317888.9028573354,2521.3045753219803,Not link click,190.1010865842456,121.20683623085509,43.792258140240484,2,5,No,Yes
Own,Mobile,Returning,1979,0.8118968457259068,Apartment,Brick,357766.74328613456,2440.744182664014,Not link click,165.42123330248356,87.94212270993515,1611.184953923584,2,5,Yes,No
Own,Desktop,New,1981,0.5950660700413893,Apartment,Frame,201356.59803745037,1105.8563834049246,Not link click,33.434251128902574,98.87564112582687,103.342360469556,0,2,No,No
Own,Mobile,New,1955,0.7115710740659487,Single Family,Brick,312163.72583836626,2412.8240316658466,Not link click,156.1613306466505,145.90118265309994,63.88279190084791,4,2,Yes,Yes
Own,Mobile,New,1995,0.8549056365985226,Townhome,Brick,224256.35450350514,1285.8150115876365,Not link click,129.4253458735485,114.41397539461475,273.83870740446315,0,4,No,No
Own,Desktop,New,1992,0.8336992221426636,Single Family,Frame,175390.3357454702,1373.64791548528,Not link click,30.76848151986256,37.79860591015559,49.1716900676968,0,3,No,No
Rent,Desktop,Returning,1979,0.4037259096290602,Single Family,Frame,338526.38691019814,2459.4079175167285,Not link click,79.63377086241834,39.86099208928497,344.3120801638207,2,1,Yes,No
Own,Mobile,Returning,1946,0.8484752310772836,Single Family,Frame,246451.56711592976,1855.300479591353,Not link click,352.580920772186,1048.6406762018444,85.27527766140749,2,1,No,No
Rent,Desktop,New,2019,0.37939812530182915,Apartment,Frame,285133.73430872813,1704.1157038262847,Not link click,30.433663143610545,59.267429109845295,36.84694045497513,1,2,No,No
Rent,Desktop,Returning,1977,0.19740627756450857,Apartment,Frame,218498.36076789146,1254.7201084424787,Not link click,96.48490954990747,9.881487772342009,140.86727560251802,1,0,No,No
Rent,Desktop,Returning,1949,0.3084457642827665,Condo,Frame,263365.6938095177,2130.6347850164493,Not link click,219.33122029568298,404.99612164955647,140.08669282632297,3,1,Yes,No
Rent,Mobile,New,1988,0.5086249544053608,Townhome,Brick,244545.07305606964,1991.8845149839951,Not link click,45.29609713378756,87.53316555156088,221.45044267499526,2,0,Yes,No
Own,Desktop,New,1964,0.8116554055425542,Single Family,Frame,344422.506503365,2523.28349401591,Not link click,213.53756024072663,95.67247508850305,218.04507170765223,1,8,No,Yes
Rent,Mobile,Returning,2003,0.373405970174962,Condo,Brick,293755.24368693883,2325.759752835545,Not link click,648.0211068233093,94.46389884163314,88.26571495523434,0,3,Yes,No
Own,Desktop,New,1984,0.4126606225246856,Apartment,Masonry,267512.95493778394,2462.3557918777815,Not link click,273.73712700890303,249.23477508839807,439.1660192551492,1,1,No,Yes
Rent,Mobile,Returning,1973,0.3817880417980471,Townhome,Frame,264070.59793450614,2260.990407386868,Not link click,47.95033802961,49.890844772490084,173.63434368458644,1,0,No,Yes
Own,Mobile,Returning,1962,0.48774722234174844,Townhome,Frame,277109.39232444094,1781.37303199831,Not link click,312.13318456065093,361.3289157843482,475.4905365431509,2,2,Yes,No
Rent,Desktop,New,1996,0.9952877817659576,Condo,Frame,191320.15351973948,744.4252529431021,Not link click,19.25175352148641,156.04779873331177,86.56147934477214,0,0,No,No
Own,Mobile,Returning,1950,0.5682184896532173,Townhome,Mixed,268111.51270433224,1730.628660107463,Not link click,76.53133078107572,96.94449113911297,374.9810731726591,2,3,Yes,Yes
Own,Mobile,Returning,1982,0.6057672493070753,Townhome,Masonry,181082.8826651295,994.6283236226795,Not link click,59.26978163942854,185.9515200011901,230.51419792008022,0,1,No,No
Rent,Mobile,New,2019,0.157914631703579,Condo,Masonry,310412.39036517707,1713.1880602468123,Not link click,46.41211971311338,56.18612321489644,23.344569081497188,1,0,Yes,No
Rent,Mobile,New,2013,0.4219475511547489,Single Family,Brick,340745.3623639498,2552.391233397584,Not link click,153.25274765567116,28.513130351112686,73.2801963600348,0,3,No,No
Own,Mobile,New,2011,0.44254932302658134,Condo,Mixed,320438.1225199741,2234.073803018494,Not link click,412.3984570258263,407.109171095943,197.0141316892724,1,2,Yes,No
Own,Mobile,New,1961,0.7340299486123495,Condo,Frame,80000.0,812.151010328686,Not link click,125.4129061648733,152.4677200311085,153.76346596882186,0,1,No,No
Own,Mobile,Returning,1990,0.5671457056214932,Single Family,Brick,279204.7513875379,1985.1816560296363,Not link click,438.12894548257907,747.2120458342154,238.47429501753436,1,4,Yes,Yes
Own,Mobile,New,2006,0.5853089793911253,Single Family,Masonry,238645.25183495393,1420.8826752922614,Not link click,17.29509122706873,118.15835930371334,144.94981954978488,1,2,No,No
Rent,Mobile,New,1956,0.43486589036640916,Condo,Brick,297792.08879696944,1885.7357199583726,Not link click,18.769692557582488,53.634483276748526,248.57010662877363,0,2,No,Yes
Own,Desktop,New,2020,0.41813700696798767,Apartment,Brick,279842.100087567,1991.981791804319,Not link click,37.77069520422878,562.4913578534296,173.98866801702488,1,7,No,No
Own,Mobile,New,2020,0.3913463896616631,Apartment,Frame,281217.67526371626,2238.4902669799676,Not link click,152.58053484924068,207.3731653036191,77.04859037364923,1,1,No,Yes
Rent,Desktop,Returning,1971,0.38077658130101266,Townhome,Masonry,104936.33543390367,500.0,Not link click,89.39073181707188,37.07261707578346,9.738846169247122,0,2,No,No
Rent,Mobile,Returning,1990,0.6972474719241814,Single Family,Masonry,267591.38170581596,1663.1883599956166,Not link click,75.30200505034342,152.00165172538084,288.50814717021035,0,3,Yes,No
Own,Mobile,New,1962,0.3997672431620517,Townhome,Frame,167858.44034760527,1018.8872688057666,Not link click,25.072111988440145,126.97105061682511,108.3253435690491,1,1,No,Yes
Rent,Mobile,Returning,2019,0.7945824893667837,Single Family,Mixed,226089.06064873462,2005.3140235728101,Not link click,159.1743171634451,281.30167413271533,668.4956589172056,1,2,No,No
Own,Desktop,New,1973,0.38585226886768903,Condo,Masonry,346972.1479737287,2498.4701411885267,Not link click,757.8107165988453,79.91510239212681,212.0466508105524,0,1,No,Yes
Rent,Desktop,New,2021,1.079926331886783,Condo,Mixed,283457.6354518838,2325.5569634642243,Not link click,127.461437632664,22.646111381785484,82.3084452418027,0,0,No,Yes
Rent,Mobile,New,2015,0.40362653091972317,Single Family,Frame,318712.03680983087,2385.9701583798383,Not link click,285.3734180746443,359.50183723012765,37.71868839346861,0,5,No,Yes
Rent,Mobile,New,1974,0.33802563332038776,Condo,Brick,306361.0656403504,2025.7484882806518,Not link click,34.464728500258886,56.526884326475894,19.377824033634518,0,0,No,No
Own,Mobile,New,2012,0.4609093952311515,Single Family,Frame,366277.60162103234,2698.6864133609015,Not link click,332.7758952598805,171.54917157522056,113.30637845432786,2,0,Yes,Yes
Own,Mobile,New,2016,0.49072881664318885,Single Family,Masonry,221769.60391826663,1375.7010430200899,Not link click,70.20064907708644,38.55998244784623,162.5518805092458,0,1,No,Yes
Own,Desktop,Returning,1983,0.7160587452412951,Single Family,Frame,303993.6408950246,2111.783247067232,Not link click,127.02020908341035,80.48539447310937,377.2326183425618,1,5,No,No
Rent,Desktop,Returning,1999,0.5288386711225302,Apartment,Mixed,183959.60746934067,1462.4710108262743,Not link click,48.836381269361624,55.5072983457933,72.0245017577898,0,0,Yes,No
Rent,Desktop,New,1968,0.4111469112226769,Townhome,Frame,294835.7402351062,1359.1771134460212,Not link click,324.12834481999937,96.54391214619082,56.38133253355051,1,2,Yes,No
Rent,Desktop,New,1987,0.6061476184252058,Apartment,Brick,352834.78058884846,1695.6818765084606,Not link click,152.52055612858138,87.51243594183671,42.38213906224732,2,3,No,Yes
Rent,Mobile,New,1978,0.28058298653848096,Condo,Frame,320417.91693286685,2609.51886974202,Not link click,169.55347541494424,260.9416689073525,276.40315259095445,1,5,Yes,No
Own,Mobile,New,1967,0.6824984880212305,Apartment,Frame,178753.76461233187,1426.492309066606,Not link click,29.95930461016335,114.96244703787151,65.89083253647136,1,3,No,No
Other,Mobile,New,1986,0.4144169606911975,Apartment,Mixed,244453.33615681547,1828.053233840121,Not link click,26.810104204542807,210.27951011791686,45.192468266856146,1,0,No,No
Rent,Desktop,New,1981,0.3515482556121555,Condo,Brick,317349.7861991702,2362.979654098416,Not link click,55.576110725176875,254.59824784514828,290.1669951056946,0,3,No,Yes
Own,Mobile,New,1989,0.47860350508759186,Apartment,Brick,265773.3994152968,2125.763820719601,Not link click,38.140834757258204,42.67841650591432,173.42222767170688,0,1,No,No
Own,Desktop,New,1967,0.2693978366826157,Townhome,Brick,329838.44675232493,2171.74317468103,Not link click,153.16705220327026,94.04050896630987,470.3020235583913,1,3,Yes,Yes
Own,Mobile,New,2009,0.42826929249182105,Townhome,Frame,121929.91808598448,1317.4000682756784,Not link click,136.62341672790393,43.25888854639609,87.23465479672865,1,2,No,No
Other,Mobile,Returning,1980,0.5658429462702818,Condo,Frame,100466.60843736168,750.6830222497631,Not link click,10.782036114112644,89.25753045590109,103.0091977876428,1,0,No,No
Rent,Desktop,New,1958,0.6205947927614428,Condo,Brick,131095.13281271418,1029.02072176815,Not link click,268.41265003421285,86.25390475673211,296.225727491496,1,0,No,No
Own,Mobile,New,1966,0.4252617922383722,Apartment,Frame,338725.67847186665,1920.4366614216651,Not link click,77.76442608329651,123.02094857611144,175.63013534235415,0,0,No,No
Own,Mobile,New,1949,0.6519846755586862,Apartment,Frame,337803.09325281176,2346.1868077213207,Not link click,398.54204881215014,172.40067586113295,72.02680742149991,2,3,Yes,No
Rent,Mobile,New,1946,0.32356803210001744,Condo,Frame,392988.7346523514,2800.494660098882,Not link click,123.79216455043873,52.273181263944046,272.2346614476222,1,2,Yes,Yes
Own,Mobile,New,1955,0.5071043713333238,Single Family,Frame,180713.20166600015,1172.625031404617,Not link click,92.83498981287833,358.9912699207952,278.150727384348,2,3,No,No
Rent,Mobile,New,1976,0.5727079308476868,Townhome,Masonry,184478.32947177102,1175.7281869347999,Not link click,24.32049350273304,17.46874600618093,8.24208931538763,0,2,No,Yes
Own,Mobile,New,1947,0.5107909577135016,Apartment,Brick,239973.2608376724,1596.0069047199333,Not link click,55.83435992112681,498.381177997009,92.6002166672847,1,2,Yes,No
Rent,Mobile,New,1977,0.4368493735948107,Single Family,Mixed,284864.70072947314,1745.7468829181719,Not link click,18.476425408812602,39.38051547971025,61.21515469444081,0,2,No,No
Other,Mobile,Returning,1981,0.8836807293046927,Townhome,Mixed,240189.79722846692,1562.3312261631381,Not link click,32.28638850498038,355.6277958146802,97.09021903535601,0,1,No,No
Rent,Desktop,New,2012,0.6942621547607958,Condo,Masonry,303442.50834056037,1564.4293913094702,Not link click,40.75988157799727,160.2943844540202,226.10780498548442,1,0,No,No
Rent,Desktop,New,1996,0.7013979303672868,Single Family,Frame,231726.06505539853,1662.8678948255192,Not link click,80.03796108255754,51.484559351786245,386.33458775231725,2,2,No,No
Own,Desktop,Returning,2008,0.6226780548278652,Single Family,Masonry,258468.79100098502,2307.861134305022,Not link click,81.02189510392708,157.02699407829235,467.48778653278964,2,4,No,No
Rent,Mobile,New,2012,0.36919505300284067,Single Family,Frame,230144.76507585566,1895.2195774653155,Not link click,108.38951001838329,48.75939053224272,210.45377804948305,0,2,Yes,No
Own,Desktop,New,1967,0.7058426414983456,Condo,Mixed,244152.91363832733,1893.87138241305,Not link click,299.30984056361024,43.460969320353215,122.12401802276685,1,2,No,No
Rent,Desktop,New,1989,0.3001825629025383,Single Family,Mixed,326109.70453000814,2718.391968245745,Not link click,143.74487398625084,68.69567154853816,263.2906179190306,3,2,Yes,No
Own,Mobile,New,1999,0.5822672398802848,Apartment,Frame,140139.30518317074,993.5710116559835,Not link click,82.8044312307376,94.17253799281058,168.36674432194016,0,2,No,No
Rent,Mobile,New,1961,0.3590534706766034,Townhome,Masonry,272982.76538299007,1766.1021490127755,Not link click,73.81310466980838,86.6539781918941,214.91080981174136,0,1,No,No
Other,Mobile,New,2000,0.7433870579075551,Apartment,Mixed,163689.49678386794,1576.5359895880379,Not link click,11.455391929518024,54.66066981861596,199.15010691708758,0,0,No,No
Rent,Desktop,New,1986,0.2882206663042869,Single Family,Frame,95988.99588891902,500.0,Not link click,82.40354004228992,47.65645430128198,61.99970116908887,0,2,No,No
Own,Desktop,New,1998,0.33675689051012775,Townhome,Brick,242547.5648261998,2024.2302741877336,Not link click,67.60715149438089,123.33514546348204,79.35272568156697,0,0,No,No
Own,Mobile,New,1960,0.48711818517910244,Single Family,Frame,358782.9299906479,2292.567645276395,Not link click,121.70561859984242,300.12370865735795,19.411317463747498,0,5,Yes,No
Own,Mobile,New,1946,0.5497916328512603,Single Family,Frame,392982.00598020933,2679.9293412373227,Not link click,576.8090778796295,308.5792678885682,768.3608240472374,1,2,Yes,Yes
Own,Mobile,Returning,1954,0.302943658143699,Single Family,Brick,384033.0690784111,1935.9226793988976,Not link click,379.7709318406659,131.80019463425052,640.5578179587612,4,7,Yes,Yes
Own,Desktop,New,2013,0.6027168937615495,Single Family,Frame,272440.01523929165,2548.8530305384766,Not link click,255.90690798050275,263.3284877905954,52.67213258411866,1,6,Yes,Yes
Rent,Mobile,Returning,2005,0.969374923388225,Apartment,Masonry,108992.13430958102,500.0,Not link click,19.417594466729124,50.906009439939275,39.92604608073962,0,0,No,No
Own,Mobile,Returning,1987,0.5216118754592731,Single Family,Brick,156664.34785780864,1335.7417175156693,Not link click,203.68542729683668,90.48309862484075,39.53211725054455,0,3,No,No
Rent,Desktop,New,1962,0.6159394322664037,Single Family,Brick,270056.4768655316,2386.8832868841205,Not link click,73.71691353206522,285.40468504029093,40.91525677789328,1,3,Yes,No
Own,Mobile,Returning,1964,0.7010549264078455,Condo,Brick,367827.24021250097,2711.450996136924,Not link click,144.13911812414588,161.5779362391368,83.24455243002437,1,13,No,Yes
Own,Desktop,New,1962,0.42938269270184437,Condo,Frame,261147.01921885053,1591.678691788438,Not link click,101.3135814071767,140.89794302906037,306.1282906490538,1,2,Yes,No
Own,Desktop,Returning,2015,0.3997746137675651,Single Family,Frame,244260.98026722972,2114.6067770067466,Not link click,186.39161082235015,133.4582859881453,36.306662048517,1,3,Yes,Yes
Own,Mobile,New,2013,0.6035478810718298,Single Family,Masonry,153001.45386458788,969.9499182943425,Not link click,46.28548244038147,97.29302941572124,43.45335024183354,1,3,No,No
Rent,Desktop,New,1956,0.6456757613694214,Condo,Masonry,457629.8324815684,3287.3403873870448,Not link click,274.3086921534323,192.07582715272622,104.70665674248377,1,9,Yes,No
Rent,Mobile,Returning,1957,0.4902471714885314,Single Family,Frame,207713.33163239615,1066.7870309900134,Not link click,21.293542627269996,104.12326258163645,165.2289169735235,2,1,Yes,No
Own,Desktop,Returning,1997,0.3587551843853316,Townhome,Mixed,359296.1627476907,2086.8304118846527,Not link click,361.9350936057684,70.75298206377049,599.1555419604814,0,4,Yes,Yes
Own,Mobile,Returning,1953,0.5310009579289922,Single Family,Frame,420291.3980607307,2897.9786029751344,Not link click,378.9794883426746,343.19520044673413,745.6144693871507,1,5,No,Yes
Rent,Mobile,Returning,1987,0.5776595043369689,Condo,Masonry,452479.8037223731,2320.4321972916223,Not link click,62.661216372657016,379.6967274047106,178.57675144117155,2,3,Yes,No
Own,Mobile,Returning,1988,0.5553693637634693,Single Family,Masonry,171405.97075541315,1378.7261971481967,Not link click,197.66477516979754,53.73933687822756,177.1583046066709,1,4,No,Yes
Own,Desktop,New,2014,0.28467168362821726,Single Family,Masonry,377188.52768280276,2289.7441342935026,Not link click,1046.6046409274174,254.50378132634066,128.68229718899497,2,9,Yes,Yes
Own,Desktop,New,1970,0.6138263782805974,Single Family,Frame,199283.92706530355,1488.014099845927,Not link click,63.97030895891961,302.57921472907213,291.7307509916339,1,2,Yes,No
Own,Mobile,New,2003,0.6099758163944903,Townhome,Brick,172659.625265601,1484.8388615420304,Not link click,53.92497633582455,322.4431228098908,228.24791645378795,2,0,No,No
Rent,Mobile,New,1987,0.7062274896281674,Single Family,Masonry,321705.75977258105,1870.0164792751962,Not link click,14.901807405350436,190.72631669357764,131.73051115269456,1,2,No,No
Own,Desktop,New,1997,0.4707291086751772,Single Family,Frame,301854.67757567397,2115.8127224295663,Not link click,231.30436702948157,737.013603479156,25.482474415329644,2,2,No,No
Own,Desktop,New,1990,0.6298085524247781,Apartment,Brick,280513.52212880284,2558.735577108217,Not link click,146.45300225011798,218.12300180741943,78.349368605886,3,3,Yes,Yes
